entry_time,exit_time,side,reason,entry_price,exit_price,return_pct,holding_minutes,tp_sl_mode,sl,tp,sl_mult,tp_mult,atr_at_entry,atr_n,bars_held_close,max_hold_bars
2026-02-06 03:15:00,2026-02-06 09:30:00,LONG,TP,64700.01,65735.21,0.0129,45,ATR_DYNAMIC,64053.01,65735.21,0.0,0.0,0.0,14,3,16
2026-02-06 11:00:00,2026-02-06 13:30:00,LONG,TP,65943.34,66998.43,0.0129,45,ATR_DYNAMIC,65283.91,66998.43,0.0,0.0,0.0,14,3,16
2026-02-06 14:45:00,2026-02-06 18:00:00,LONG,TP,68194.89,69286.01,0.0129,15,ATR_DYNAMIC,67512.94,69286.01,0.0,0.0,0.0,14,1,16
2026-02-06 20:30:00,2026-02-06 22:45:00,LONG,TP,70279.9,71404.38,0.0129,15,ATR_DYNAMIC,69577.1,71404.38,0.0,0.0,0.0,14,1,16
2026-02-07 01:00:00,2026-02-07 08:45:00,LONG,SL,69841.12,69142.71,-0.0126,60,ATR_DYNAMIC,69142.71,70958.58,0.0,0.0,0.0,14,4,16
2026-02-07 09:15:00,2026-02-07 10:30:00,LONG,SL,68464.24,67779.6,-0.0126,30,ATR_DYNAMIC,67779.6,69559.67,0.0,0.0,0.0,14,2,16
2026-02-07 10:45:00,2026-02-07 13:45:00,LONG,TP,67987.0,69074.79,0.0129,15,ATR_DYNAMIC,67307.13,69074.79,0.0,0.0,0.0,14,1,16
2026-02-07 17:15:00,2026-02-08 08:45:00,LONG,TP,69077.29,70182.53,0.0129,135,ATR_DYNAMIC,68558.76,70182.53,0.0,0.0,0.0,14,9,16
2026-02-08 10:30:00,2026-02-09 03:30:00,LONG,TP,70234.67,71358.42,0.0129,150,ATR_DYNAMIC,69706.84,71358.42,0.0,0.0,0.0,14,10,16
2026-02-09 04:45:00,2026-02-09 11:45:00,LONG,SL,71005.01,70294.96,-0.0126,30,ATR_DYNAMIC,70294.96,72141.09,0.0,0.0,0.0,14,2,16
2026-02-09 13:00:00,2026-02-09 21:15:00,LONG,TP,69250.6,70358.61,0.0129,60,ATR_DYNAMIC,68558.09,70358.61,0.0,0.0,0.0,14,4,16
2026-02-09 21:45:00,2026-02-10 03:45:00,LONG,SL,70400.0,69696.0,-0.0126,30,ATR_DYNAMIC,69696.0,71526.4,0.0,0.0,0.0,14,2,16
2026-02-10 04:30:00,2026-02-10 08:30:00,LONG,SL,69696.9,68999.93,-0.0126,30,ATR_DYNAMIC,68999.93,70812.05,0.0,0.0,0.0,14,2,16
2026-02-10 11:45:00,2026-02-10 16:00:00,LONG,TP,68535.01,69631.57,0.0129,45,ATR_DYNAMIC,67916.58,69631.57,0.0,0.0,0.0,14,3,16
2026-02-10 17:30:00,2026-02-10 18:30:00,LONG,SL,69882.28,69183.46,-0.0126,15,ATR_DYNAMIC,69183.46,71000.4,0.0,0.0,0.0,14,1,16
2026-02-10 19:15:00,2026-02-11 06:45:00,LONG,SL,68932.0,68242.68,-0.0126,30,ATR_DYNAMIC,68242.68,70034.91,0.0,0.0,0.0,14,2,16
2026-02-11 11:45:00,2026-02-12 13:45:00,LONG,TP,67053.03,68125.88,0.0129,225,ATR_DYNAMIC,66475.63,68125.88,0.0,0.0,0.0,14,15,16
2026-02-12 14:15:00,2026-02-12 16:00:00,LONG,SL,67994.9,67314.95,-0.0126,15,ATR_DYNAMIC,67314.95,69082.82,0.0,0.0,0.0,14,1,16
2026-02-12 16:30:00,2026-02-12 18:30:00,LONG,SL,66271.97,65609.25,-0.0126,30,ATR_DYNAMIC,65609.25,67332.32,0.0,0.0,0.0,14,2,16
2026-02-12 22:30:00,2026-02-13 13:30:00,LONG,TP,66199.99,67259.19,0.0129,165,ATR_DYNAMIC,65641.35,67259.19,0.0,0.0,0.0,14,11,16
2026-02-13 13:45:00,2026-02-13 15:30:00,LONG,TP,67274.15,68350.54,0.0129,30,ATR_DYNAMIC,66633.09,68350.54,0.0,0.0,0.0,14,2,16
2026-02-13 16:15:00,2026-02-14 11:30:00,LONG,TP,69079.39,70184.66,0.0129,120,ATR_DYNAMIC,68452.65,70184.66,0.0,0.0,0.0,14,8,16
2026-02-14 14:15:00,2026-02-15 08:15:00,LONG,TP,69455.6,70566.89,0.0129,120,ATR_DYNAMIC,69004.44,70566.89,0.0,0.0,0.0,14,8,16
2026-02-15 19:00:00,2026-02-16 15:30:00,LONG,SL,68177.22,67631.34,-0.010607,150,ATR_DYNAMIC,67631.34,69268.06,0.0,0.0,0.0,14,10,16
2026-02-16 16:45:00,2026-02-16 21:45:00,SHORT,SL,67888.7,68567.59,-0.0126,45,ATR_DYNAMIC,68567.59,66802.48,0.0,0.0,0.0,14,3,16
2026-02-18 04:15:00,2026-02-18 18:00:00,LONG,SL,67674.0,67269.5,-0.008577,120,ATR_DYNAMIC,67269.5,68756.78,0.0,0.0,0.0,14,8,16
2026-02-18 20:00:00,2026-02-19 07:30:00,LONG,TP,66259.64,67319.79,0.0129,120,ATR_DYNAMIC,65794.88,67319.79,0.0,0.0,0.0,14,8,16
2026-02-19 07:45:00,2026-02-19 13:30:00,LONG,SL,67206.45,66534.39,-0.0126,30,ATR_DYNAMIC,66534.39,68281.75,0.0,0.0,0.0,14,2,16
2026-02-19 13:45:00,2026-02-19 22:45:00,LONG,TP,65913.37,66967.98,0.0129,60,ATR_DYNAMIC,65453.25,66967.98,0.0,0.0,0.0,14,4,16
2026-02-19 23:00:00,2026-02-20 05:30:00,LONG,TP,66850.77,67920.38,0.0129,45,ATR_DYNAMIC,66386.24,67920.38,0.0,0.0,0.0,14,3,16
2026-02-20 06:45:00,2026-02-20 15:00:00,LONG,SL,67847.47,67169.0,-0.0126,135,ATR_DYNAMIC,67169.0,68933.03,0.0,0.0,0.0,14,9,16
2026-02-20 15:15:00,2026-02-21 20:00:00,LONG,TP,67453.71,68532.97,0.0129,225,ATR_DYNAMIC,67228.19,68532.97,0.0,0.0,0.0,14,15,16
2026-02-23 01:45:00,2026-02-23 07:30:00,LONG,TP,64427.65,65458.49,0.0129,30,ATR_DYNAMIC,63783.37,65458.49,0.0,0.0,0.0,14,2,16
2026-02-23 09:45:00,2026-02-23 17:15:00,LONG,SL,66404.91,65740.86,-0.0126,45,ATR_DYNAMIC,65740.86,67467.39,0.0,0.0,0.0,14,3,16
2026-02-23 19:45:00,2026-02-24 05:30:00,LONG,SL,64295.1,63652.15,-0.0126,45,ATR_DYNAMIC,63652.15,65323.82,0.0,0.0,0.0,14,3,16
2026-02-24 07:00:00,2026-02-24 13:30:00,LONG,SL,63327.48,62694.21,-0.0126,60,ATR_DYNAMIC,62694.21,64340.72,0.0,0.0,0.0,14,4,16
2026-02-24 13:45:00,2026-02-24 15:30:00,LONG,TP,62900.0,63906.4,0.0129,30,ATR_DYNAMIC,62271.0,63906.4,0.0,0.0,0.0,14,2,16
2026-02-24 15:45:00,2026-02-25 02:00:00,LONG,TP,63973.97,64997.55,0.0129,120,ATR_DYNAMIC,63392.89,64997.55,0.0,0.0,0.0,14,8,16
2026-02-25 03:30:00,2026-02-25 14:30:00,LONG,TP,65459.61,66506.96,0.0129,120,ATR_DYNAMIC,64930.21,66506.96,0.0,0.0,0.0,14,8,16
2026-02-25 15:45:00,2026-02-25 18:15:00,LONG,TP,67412.33,68490.93,0.0129,30,ATR_DYNAMIC,66738.21,68490.93,0.0,0.0,0.0,14,2,16
2026-02-25 20:30:00,2026-02-26 00:15:00,LONG,SL,69124.96,68433.71,-0.0126,45,ATR_DYNAMIC,68433.71,70230.96,0.0,0.0,0.0,14,3,16
2026-02-26 02:15:00,2026-02-26 21:15:00,LONG,SL,67936.4,67328.17,-0.011553,150,ATR_DYNAMIC,67328.17,69023.38,0.0,0.0,0.0,14,10,16
2026-02-26 23:00:00,2026-02-27 04:15:00,SHORT,SL,67519.48,68194.67,-0.0126,30,ATR_DYNAMIC,68194.67,66439.17,0.0,0.0,0.0,14,2,16
2026-02-27 05:45:00,2026-02-27 11:45:00,SHORT,TP,67724.99,66641.39,0.0129,45,ATR_DYNAMIC,68367.05,66641.39,0.0,0.0,0.0,14,3,16
2026-02-27 12:30:00,2026-02-28 06:30:00,SHORT,TP,65897.31,64842.95,0.0129,240,ATR_DYNAMIC,66258.03,64842.95,0.0,0.0,0.0,14,16,16
2026-02-28 06:45:00,2026-02-28 11:45:00,SHORT,SL,63216.01,63848.17,-0.0126,45,ATR_DYNAMIC,63848.17,62204.55,0.0,0.0,0.0,14,3,16
2026-02-28 12:15:00,2026-02-28 13:45:00,LONG,TP,64000.0,65024.0,0.0129,15,ATR_DYNAMIC,63360.0,65024.0,0.0,0.0,0.0,14,1,16
2026-02-28 16:45:00,2026-02-28 21:15:00,LONG,TP,65094.3,66135.81,0.0129,30,ATR_DYNAMIC,64443.36,66135.81,0.0,0.0,0.0,14,2,16
2026-03-01 00:00:00,2026-03-01 10:00:00,LONG,SL,66913.18,66244.05,-0.0126,60,ATR_DYNAMIC,66244.05,67983.79,0.0,0.0,0.0,14,4,16
2026-03-01 10:45:00,2026-03-01 23:45:00,LONG,SL,66467.06,65802.39,-0.0126,45,ATR_DYNAMIC,65802.39,67530.53,0.0,0.0,0.0,14,3,16
2026-03-02 05:15:00,2026-03-02 08:15:00,LONG,SL,66679.8,66013.0,-0.0126,45,ATR_DYNAMIC,66013.0,67746.68,0.0,0.0,0.0,14,3,16
2026-03-02 09:15:00,2026-03-02 18:15:00,LONG,TP,66395.85,67458.18,0.0129,45,ATR_DYNAMIC,65731.89,67458.18,0.0,0.0,0.0,14,3,16
2026-03-02 21:15:00,2026-03-03 02:45:00,LONG,SL,69414.6,68720.45,-0.0126,60,ATR_DYNAMIC,68720.45,70525.23,0.0,0.0,0.0,14,4,16
2026-03-03 03:15:00,2026-03-03 08:15:00,LONG,SL,68419.34,67735.15,-0.0126,75,ATR_DYNAMIC,67735.15,69514.05,0.0,0.0,0.0,14,5,16
2026-03-03 18:15:00,2026-03-04 05:00:00,LONG,SL,68465.88,67781.22,-0.0126,45,ATR_DYNAMIC,67781.22,69561.33,0.0,0.0,0.0,14,3,16
2026-03-04 07:00:00,2026-03-04 08:30:00,SHORT,SL,68401.54,69085.56,-0.0126,15,ATR_DYNAMIC,69085.56,67307.12,0.0,0.0,0.0,14,1,16
2026-03-04 15:45:00,2026-03-04 16:15:00,LONG,SL,73396.88,72662.91,-0.0126,15,ATR_DYNAMIC,72662.91,74571.23,0.0,0.0,0.0,14,1,16
2026-03-04 17:45:00,2026-03-05 15:15:00,SHORT,TP,73218.92,72047.42,0.0129,135,ATR_DYNAMIC,73931.95,72047.42,0.0,0.0,0.0,14,9,16
2026-03-05 15:45:00,2026-03-06 11:00:00,SHORT,TP,71652.77,70506.33,0.0129,180,ATR_DYNAMIC,72163.94,70506.33,0.0,0.0,0.0,14,12,16
2026-03-06 13:15:00,2026-03-06 14:30:00,SHORT,TP,70060.84,68939.87,0.0129,15,ATR_DYNAMIC,70761.45,68939.87,0.0,0.0,0.0,14,1,16
2026-03-06 16:00:00,2026-03-07 22:30:00,SHORT,TP,68333.77,67240.43,0.0129,195,ATR_DYNAMIC,68604.88,67240.43,0.0,0.0,0.0,14,13,16
2026-03-08 06:30:00,2026-03-08 23:45:00,LONG,SL,67120.0,66835.8,-0.006834,150,ATR_DYNAMIC,66835.8,68193.92,0.0,0.0,0.0,14,10,16
2026-03-09 01:30:00,2026-03-09 06:15:00,LONG,TP,66623.21,67689.18,0.0129,30,ATR_DYNAMIC,66060.14,67689.18,0.0,0.0,0.0,14,2,16
2026-03-09 08:45:00,2026-03-09 15:15:00,LONG,TP,67814.69,68899.73,0.0129,15,ATR_DYNAMIC,67136.54,68899.73,0.0,0.0,0.0,14,1,16
2026-03-09 17:30:00,2026-03-09 19:30:00,LONG,TP,68406.25,69500.75,0.0129,45,ATR_DYNAMIC,67722.19,69500.75,0.0,0.0,0.0,14,3,16
2026-03-09 21:45:00,2026-03-10 05:15:00,LONG,TP,68919.72,70022.44,0.0129,30,ATR_DYNAMIC,68230.52,70022.44,0.0,0.0,0.0,14,2,16
2026-03-10 07:30:00,2026-03-10 21:30:00,LONG,SL,70320.3,69617.1,-0.0001,150,ATR_DYNAMIC,69617.1,71445.42,0.0,0.0,0.0,14,10,16
2026-03-11 01:00:00,2026-03-11 12:45:00,LONG,SL,70033.02,69332.69,-0.0126,90,ATR_DYNAMIC,69332.69,71153.55,0.0,0.0,0.0,14,6,16
2026-03-11 14:30:00,2026-03-11 23:45:00,LONG,SL,70842.71,70134.28,-0.0126,105,ATR_DYNAMIC,70134.28,71976.19,0.0,0.0,0.0,14,7,16
2026-03-12 03:30:00,2026-03-12 09:30:00,SHORT,SL,69561.36,70256.97,-0.0126,60,ATR_DYNAMIC,70256.97,68448.38,0.0,0.0,0.0,14,4,16
2026-03-12 12:00:00,2026-03-13 02:45:00,SHORT,SL,70366.61,71070.28,-0.0126,150,ATR_DYNAMIC,71070.28,69240.74,0.0,0.0,0.0,14,10,16
2026-03-13 16:00:00,2026-03-13 22:30:00,SHORT,TP,71728.2,70580.55,0.0129,60,ATR_DYNAMIC,72238.05,70580.55,0.0,0.0,0.0,14,4,16
2026-03-14 00:45:00,2026-03-15 02:45:00,SHORT,SL,70631.97,71338.29,-0.0126,225,ATR_DYNAMIC,71338.29,69501.86,0.0,0.0,0.0,14,15,16
2026-03-15 16:00:00,2026-03-15 22:30:00,SHORT,SL,71559.98,72275.58,-0.0126,45,ATR_DYNAMIC,72275.58,70415.02,0.0,0.0,0.0,14,3,16
2026-03-16 03:00:00,2026-03-16 04:15:00,SHORT,SL,72528.13,73253.41,-0.0126,15,ATR_DYNAMIC,73253.41,71367.68,0.0,0.0,0.0,14,1,16
2026-03-16 08:15:00,2026-03-16 22:15:00,SHORT,SL,73352.06,74085.58,-0.0126,45,ATR_DYNAMIC,74085.58,72178.43,0.0,0.0,0.0,14,3,16
2026-03-17 06:45:00,2026-03-18 12:45:00,SHORT,TP,74085.45,72900.08,0.0129,75,ATR_DYNAMIC,74826.3,72900.08,0.0,0.0,0.0,14,5,16
2026-03-18 13:00:00,2026-03-18 21:15:00,SHORT,TP,72430.93,71272.04,0.0129,30,ATR_DYNAMIC,73155.24,71272.04,0.0,0.0,0.0,14,2,16
2026-03-18 21:45:00,2026-03-19 11:30:00,SHORT,TP,71263.67,70123.45,0.0129,120,ATR_DYNAMIC,71775.59,70123.45,0.0,0.0,0.0,14,8,16
2026-03-19 12:00:00,2026-03-19 19:00:00,SHORT,SL,69799.83,70242.48,-0.008942,45,ATR_DYNAMIC,70242.48,68683.03,0.0,0.0,0.0,14,3,16
2026-03-20 08:15:00,2026-03-20 10:30:00,LONG,SL,71248.99,70536.5,-0.0126,30,ATR_DYNAMIC,70536.5,72388.97,0.0,0.0,0.0,14,2,16
2026-03-20 23:15:00,2026-03-22 00:30:00,LONG,SL,70480.63,69775.82,-0.0126,165,ATR_DYNAMIC,69775.82,71608.32,0.0,0.0,0.0,14,11,16
2026-03-22 01:15:00,2026-03-22 16:15:00,LONG,SL,69030.27,68690.2,-0.007526,60,ATR_DYNAMIC,68690.2,70134.75,0.0,0.0,0.0,14,4,16
2026-03-22 17:00:00,2026-03-22 22:30:00,LONG,SL,68823.98,68135.74,-0.0126,15,ATR_DYNAMIC,68135.74,69925.16,0.0,0.0,0.0,14,1,16
